"CaseID","weight","tm_start","tm_finish","duration","C1","C2","C3","I1","I2","I3","I4","I5","I6","I7","I8","I9","I10","RFQ1","RFQ2","RFQ3","REI1","REI2","REI3","REI4","MR1","MR2","MR3","EPQ1","EPQ2","EPQ3","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","DPES1","DPES2","DPES3","DPES4","DPES5","DPES6","DPES7","DPES8","DPES9","DPES10","DPES11","DPES12","DPES13","DPES14","DPES15","DPES16","DPES17","DPES18","DPES19","DPES20","DPES21","DIT0","DIT1","DIT2","DIT3","DIT4","DIT5","DIT6","DIT7","DIT8","DIT9","DIT10","DIT11","DIT12","RANK_DIT1","RANK_DIT2","RANK_DIT3","RANK_DIT4","RANK_DIT5","RANK_DIT6","RANK_DIT7","RANK_DIT8","RANK_DIT9","RANK_DIT10","RANK_DIT11","RANK_DIT12","MELS1","MELS2","MELS3","MELS4","MELS5","MELS6","MELS7","MELS8","MELS9","MELS10","MELS11","MELS12","MOPS11","MOPS12","Dov_mops101","Dov_mops102","Dov_mops103","Dov_mops104","Dov_mops105","Dov_mops106","Dov_mops107","Dov_mops108","Dov_mops109","Dov_mops110","Dov_mops111","Dov_mops112","Dov_mops113","MOPS21","MOPS22","Dov_mops201","Dov_mops202","Dov_mops203","Dov_mops204","Dov_mops205","Dov_mops206","Dov_mops207","Dov_mops208","Dov_mops209","Dov_mops210","Dov_mops211","Dov_mops212","Dov_mops213","Dov_mops301","Dov_mops302","Dov_mops303","Dov_mops304","Dov_mops305","Dov_mops306","Dov_mops307","Dov_mops308","Dov_mops309","Dov_mops310","Dov_mops311","Dov_mops312","MOPS3_01","MOPS3_02","MOPS3_03","MOPS3_04","MOPS3_05","MOPS3_06","MOPS3_07","MOPS3_08","MOPS3_09","MOPS3_10","MOPS3_11","MOPS3_12","MFSS1","MFSS2","MFSS3","MFSS4","MFSS5","MFSS6","MFSS7","MFSS8","MFSS9","MFSS10","MFSS11","MFSS12","MFSS13","MFSS14","MFSS15","MFSS16","MFSS17","MFSS18","MI1","MI2","MI3","MI4","MI5","MI6","MI7","MI8","MI9","MI10","CRQ1","CQR2_A","CQR2_B","CQR2_C","CQR2_D","IS1","IS2","IS3","IS4","IS5","IS6","IS7","IS8","IS9","IS10","SV1","SV2","SV3","SV4","SV5","SV6","SV7","SV8","SV9","SV10","SV11","SV12","SV13","SV14","SV15","SV16","SV17","SV18","SV19","SV20","SV21","TET1","TET2","TET3","TET4","TET5","TET6","TET7","TET8","TET9","TET10","TET11","TET12","TET13","TET14","TET15","Dov_version","Block15","EVA1","EVA2","EVA3","EVA4","EVA5","EVA6","EVA7","EVA8","EVA9","EVA10","EVA11","EVA12","Dov_game","Block17","PPAGE","ppagecat","ppagect4","PPEDUC","PPEDUCAT","PPETHM","PPGENDER","PPHHHEAD","PPHHSIZE","PPHOUSE","PPINCIMP","PPMARIT","PPMSACAT","PPREG4","ppreg9","PPRENT","PPSTATEN","PPT01","PPT1317","PPT18OV","PPT25","PPT612","PPWORK","PPNET","FR1","CORE_EMP","core_par","PPINCCAT","EVER_PAR","PPADOPT2","ppcu0153","ppfs0681","ppfs0682","ppfs0683","ppfs0684","ppfs0685","ppfs0686","ppfs0687","ppfs0678","ppfs0679","ppfs0680","pph10001","pph10002","pph10055","pph10056","pph10057","pph10059","pph10060","pph10061","pph10083","pph10084","pph10085","pph10087","pph10088","pph10089","pph10219","pph10220","pph10221","pph10252","pph10253","pph10254","pph10255","pph10256","pph10257","pph1anxi","pph1depr","pph1inso","pph1ment","pphi0016","pphi0018","pphi0041","pphi0046","pphi0047","pphi0048","ppl10003","ppl10004","ppl10005","ppl10007","ppl10008","ppl10009","ppl10012","ppl10013","ppl10014","ppl10017","ppl10018","ppl10019","ppl10021","ppl10055","pppa0012","pppa0073","pppa0074","pppa0075","pppa0076","pppa0077","pppa0078","pppa0079","pppa0080","pppa0081","pppa0082","pppa0083","pppa0084","pppa0085","pppa0206","pppa0207","pppa0208","pppa0209","pppa0210","pppa0211","pppa0212","pppa0213","Display_time","Block7_page_time","DIT1_time","DIT1_RANK_time","Block4_time","Block9_time","Block14A_time","Block8_time","Block8_MOPS1_time","Block8_MOPS2_time","Block8_MOPS3_time","Block11_CRQ1_time","Block11_CQR2_time","Block6_time","Block14B_time","Block5_time","Block13_time","Block10_time","I9_time","SantaClara_time","Block2_time","I10_time","Block1_time","Block3_time","Block14C_time","Block16_time","IntroB15_time","Block15_time","Block12_time","Q1_time","Q42_time","Q43_time","Q44_time","Q45_time","Q1_health_time","Q4_time","Q19_time","Q35_time","Q36_time","Q1_LIFE1_time","Q1_LIFE2_time","Q1_LIFE3_time","Q2_time","Q3_LIFE_time","Q12_LIFE_time","FR1_time","Q20_Loop_2_time","Q37_time","Q20_Loop_1_time","Q20_Loop_4_time","pppa0233","pppa0016","pppa0017","pppa0035","pppa0041","pppa0042","pppa0043","pppa0044","pppa0045","pppa0046","pppa0047","pppa0048","pppa0049","pppa0050","pppa0051","pppa0070","pppa0071","pppa0086","pppa0087","pppa0088","pppa0089","pppa0090","pppa0092","pppa0093","pppa0094","pppa0095","pppa0096","pppa0097","pppa0098","pppa0099","pppa0100","pppa0101","pppa0102","partyid7","pppa0005","pppa0006","ppp20072"
679,1.63,3/13/2012,3/13/2012,130,3,4,3,2,2,4,4,1,4,3,5,2,2,1,1,1,3,3,4,4,6,1,1,2,7,6,4,1,4,2,1,6,4,4,5,4,5,2,5,6,5,6,6,5,5,6,6,5,6,6,6,5,4,6,6,4,5,5,6,5,6,5,6,1,3,4,4,1,4,3,2,3,5,4,3,4,-1,2,-1,-1,4,-1,-1,-1,1,3,-1,-1,6,7,5,6,1,2,4,4,5,6,5,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,5,,4,,,,,,3,1,2,1,8,8,8,8,8,8,8,2,5,8,1,8,6,7,8,8,5,8,7,6,4,1,5,6,2,2,4,7,1,5,4,3,4,2,2,2,4,1,4,2,2,4,5,2,5,5,3,4,4,3,3,4,4,2,2,5,5,3,3,5,2,5,4,4,1,1,1,1,1,4,3,3,4,4,4,3,3,4,4,2,1,5,5,5,4,5,3,5,3,2,3,2,5,1,6,74,6,4,8,1,1,1,1,2,1,14,1,1,4,8,1,86,0,0,2,0,0,2,1,"While in our current age many people would like to believe that there are no moral absolutes I believe otherwise.  Not that we can always do the right thing but that with Gods guidance we should aspire to that goal.",1,0,4,1,2,3,3,3,2,2,2,3,2,4,3,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,2,3,3,2,2,2,2,2,2,4,2,50,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,112,162,102,71,268,40,1489,38,32,59,129,88,155,29,168,339,122,8,14,48,7,54,42,46,70,35,62,131,,,,,,,,,,,,,,,,,301,,,,,11,5,5,2,1,2,1,1,5,1,4,5,1,5,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
680,1.64,3/13/2012,3/13/2012,36,4,1,3,1,2,5,4,4,1,1,2,3,2,2,4,2,3,5,3,4,4,4,2,3,4,3,4,6,4,5,1,6,4,2,6,6,6,2,5,6,7,5,7,6,7,5,3,4,7,6,6,6,6,4,6,3,6,7,7,6,3,5,5,3,1,1,1,1,1,5,2,2,1,1,1,1,1,3,2,4,4,1,3,4,4,4,4,4,6,7,6,7,1,1,5,5,2,2,7,2,2,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,5,1,,,,5,,4,,,6,7,6,5,8,4,8,1,4,8,1,5,6,5,6,7,2,8,6,4,4,1,4,5,2,2,5,5,3,3,4,7,3,2,3,1,4,3,4,2,2,3,5,2,1,2,1,3,1,6,2,6,2,1,2,1,4,2,5,3,5,2,5,2,4,4,4,3,4,3,3,3,3,3,5,5,5,5,5,1,2,5,5,4,4,1,5,4,4,4,5,1,4,1,2,47,4,3,12,4,2,2,1,1,2,12,3,1,3,5,2,59,0,0,1,0,0,2,1,"",1,0,3,1,1,1,3,4,1,1,4,4,3,2,2,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,5,1,3,5,5,4,5,2,1,1,4,30,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,45,82,257,96,299,53,99,26,16,40,42,46,109,31,133,160,82,10,25,44,9,29,35,30,71,15,30,113,,8,4,6,27,,,,,,,,,,,,2,,,,,,1,1,1,1,3,1,1,2,2,2,5,1,3,2,1,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,7,1,1,6
681,0.14,3/13/2012,3/13/2012,278,3,3,5,1,3,2,2,3,4,1,5,3,3,2,4,4,1,5,3,1,2,6,4,2,3,1,1,1,1,6,1,1,2,1,3,2,3,1,5,1,1,1,7,7,5,6,7,7,7,6,7,6,6,2,7,7,7,5,7,6,4,6,6,3,4,3,3,1,2,4,2,5,4,4,4,4,1,3,2,4,3,3,2,1,2,1,2,3,7,7,7,1,1,1,4,3,6,1,1,1,2,8,0,1,0,0,0,0,0,1,0,0,0,0,0,7,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,,4,,,1,3,3,5,,,,4,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,7,7,1,1,1,1,1,1,1,7,1,4,1,1,1,1,3,1,5,2,4,1,1,5,2,5,6,1,6,3,3,6,1,1,4,2,2,6,6,3,3,6,2,2,3,3,3,1,1,1,1,5,4,5,5,5,5,4,5,5,5,2,2,5,4,3,5,2,4,2,4,3,4,3,3,2,6,69,6,4,9,2,1,2,0,2,2,7,1,1,4,8,3,82,0,0,2,0,0,5,1,"For me , I feel that helping others gives me great
satisfaction and inner peace in my life",1,0,2,1,3,1,,,,,,,,4,1,3,2,2,,,,,,,0,1,0,0,0,0,3,1,3,,,,,,,0,1,0,0,,,,,,,6,6,6,6,6,6,6,5,1,3,5,0,3,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,88,229,489,140,318,68,214,40,86,169,130,123,195,58,292,446,145,20,72,97,16,55,83,59,111,32,50,167,18,,,,,8,28,15,16,9,,,,,,,323,25,8,,,4,5,5,2,5,5,3,3,5,1,2,1,1,5,6,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4
682,1.93,3/13/2012,3/13/2012,8,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,3,2,3,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,-1,,,,-1,-1,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,26,2,1,14,4,1,2,1,2,3,12,1,1,1,1,2,14,0,0,2,0,0,1,1,"",0,0,3,0,3,3,3,3,2,3,2,3,2,-1,-1,-1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,4,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,68,46,74,3,89,15,20,29,25,3,2,3,3,0,4,4,3,6,25,6,8,19,2,0,3,16,32,2,,,,,,,,,,,,,,,,,2,,,,,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-2,-2,-1
683,2.63,3/13/2012,3/13/2012,22,5,1,3,1,2,4,3,5,4,5,5,5,4,7,7,7,4,3,4,3,1,7,7,1,1,1,5,7,7,7,5,5,5,4,7,4,7,2,6,4,4,5,7,5,4,5,4,4,5,4,5,6,5,7,5,5,6,5,4,4,5,4,5,1,3,5,4,1,2,3,3,3,3,3,3,3,-1,1,2,-1,-1,-1,-1,3,-1,-1,-1,4,6,7,5,1,1,2,4,4,2,2,5,2,11,4,0,0,0,1,0,0,0,0,0,0,1,0,0,8,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,,,2,5,,,2,5,,2,5,,8,8,8,5,6,8,6,5,5,8,1,6,5,6,5,8,8,8,7,6,-1,1,4,4,2,5,4,7,1,5,1,4,1,3,3,4,3,1,4,3,2,3,5,3,3,1,2,1,2,2,3,2,4,4,2,2,2,4,2,4,1,2,6,3,3,2,3,3,3,4,3,4,5,-1,4,3,4,5,3,2,1,5,5,1,5,1,5,1,5,5,3,3,1,2,2,28,2,1,12,4,3,1,1,3,3,10,1,1,2,4,2,43,0,0,2,1,0,1,1,"",0,1,2,1,4,3,2,2,3,3,2,3,2,3,4,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,3,4,2,5,2,2,2,2,3,3,2,40,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,35,99,34,33,181,20,87,20,25,20,25,29,67,15,83,117,62,5,9,18,3,17,19,32,35,2,48,67,,4,3,4,21,,,,,,11,14,16,4,3,4,2,,,,,14,1,1,1,3,5,2,3,1,1,1,5,5,6,1,13,-2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,5,1,1,6
684,2.34,3/13/2012,3/13/2012,20,4,1,3,3,4,3,5,5,2,3,5,5,4,7,7,7,2,4,4,3,2,7,7,3,2,2,4,6,3,6,3,5,5,4,6,6,4,2,4,5,4,6,6,5,5,6,5,5,6,6,5,6,5,6,7,5,6,3,2,3,3,5,3,3,3,4,2,1,3,4,4,5,3,3,4,5,-1,-1,-1,-1,-1,2,3,-1,-1,-1,4,1,5,7,4,4,2,3,5,5,3,4,3,2,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,,,4,4,5,2,,,,4,,3,8,7,8,7,8,7,8,8,5,4,5,6,4,7,5,8,7,8,7,7,3,1,6,4,1,5,5,6,1,7,1,2,4,1,4,3,5,3,4,2,2,4,4,5,4,1,4,3,4,3,2,2,3,3,2,3,4,6,3,3,2,4,4,5,4,1,2,4,2,4,4,4,4,5,4,3,4,5,4,1,2,5,5,1,5,1,5,1,4,4,4,2,1,2,6,53,4,3,9,2,3,2,1,4,2,15,1,1,2,4,1,42,0,0,4,0,0,1,1,"",0,0,4,1,5,6,1,4,2,1,1,1,1,-2,-2,-2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,3,3,3,3,3,3,3,3,3,3,3,40,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,39,99,40,36,112,17,60,28,16,17,22,90,66,22,81,133,102,4,9,19,3,12,18,19,35,3,20,51,,,,,,,,,,,,,,,,,3,,,,,4,2,2,3,3,5,3,4,5,6,6,6,6,6,6,13,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,6
685,2.11,3/13/2012,3/13/2012,94,2,3,2,1,5,2,3,3,2,4,5,5,5,4,3,4,2,4,4,4,2,6,6,3,4,3,4,3,4,5,5,6,4,5,4,3,5,3,5,5,5,4,6,7,6,3,2,3,6,6,6,5,5,5,5,2,5,3,4,4,3,3,4,3,2,3,1,1,3,3,2,4,2,5,2,1,1,2,3,4,3,1,3,2,4,1,2,2,6,7,6,7,1,2,5,4,6,7,6,2,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,4,3,,,2,,,4,1,,3,,8,8,5,7,7,7,8,5,1,8,6,8,7,7,8,5,8,8,5,2,3,2,1,2,4,6,5,5,3,2,4,3,4,2,3,3,4,4,3,4,2,4,4,3,3,4,2,2,4,3,5,5,2,2,5,2,1,5,2,2,2,2,2,2,2,2,3,3,4,3,4,3,3,4,2,2,2,4,2,2,2,4,5,1,4,1,3,1,3,3,3,1,1,1,2,75,7,4,10,3,1,1,1,2,1,15,1,1,1,2,1,21,0,0,2,0,0,5,1,"treating your fellow man as fairly and honestly as you believe they deserve",1,0,4,1,3,1,3,3,1,1,3,4,1,3,1,3,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,6,6,5,1,6,4,5,3,1,3,3,0,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,58,218,574,129,289,69,204,39,28,114,69,149,211,79,277,288,269,9,26,48,20,32,100,1609,130,19,79,194,,,,,,,,,,,,,,,,,117,,,,,6,4,4,1,5,1,1,1,4,1,1,2,1,4,6,5,-2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,1,1,4
686,0.53,3/13/2012,3/13/2012,44,5,2,1,1,5,5,5,2,5,2,5,3,2,2,2,3,4,4,4,3,7,1,3,7,5,7,1,1,1,1,1,4,3,1,7,1,4,1,2,6,5,4,5,6,5,5,5,4,5,5,6,4,7,5,6,7,6,5,6,5,5,5,4,3,5,3,4,1,1,5,1,5,5,3,1,1,1,-1,2,4,-1,-1,-1,-1,-1,3,-1,-1,7,7,7,1,1,1,3,3,4,3,1,1,9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,6,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,,1,5,,,3,,1,5,,,1,8,8,8,8,8,8,8,8,8,8,1,8,7,8,8,8,8,8,7,6,1,1,1,1,1,1,2,7,4,7,5,1,7,1,1,1,5,1,5,1,1,5,5,1,5,1,5,3,2,4,2,3,6,1,3,5,3,5,2,5,1,2,4,6,1,1,1,1,2,5,5,5,5,5,4,4,4,4,4,1,2,5,5,3,5,2,5,4,3,2,5,1,3,1,1,78,7,4,8,1,1,2,1,1,1,11,2,1,4,9,1,92,0,0,1,0,0,5,1,"i think the government does a moral injustice to people with their permanent entitlement programs.",1,0,2,1,5,1,3,3,2,1,3,3,1,4,3,3,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,6,6,6,2,5,3,6,5,2,4,3,0,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,68,129,322,75,173,62,176,39,32,63,71,106,159,40,170,239,117,9,28,29,5,43,55,32,76,14,30,88,,,,,,,,,,,,,,,,,132,,,,,15,5,5,1,5,5,1,1,3,3,3,5,1,4,6,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,6
687,0.5,3/13/2012,3/13/2012,48,2,2,3,1,3,3,3,3,2,3,4,2,3,3,3,3,3,4,3,2,5,1,3,5,5,5,5,6,6,6,2,6,6,6,6,6,4,2,6,6,7,7,6,6,4,6,6,4,6,5,6,6,6,6,5,6,6,3,4,6,4,4,3,1,3,5,5,3,3,3,4,4,3,3,4,4,-1,1,-1,-1,4,-1,3,-1,-1,-1,2,-1,7,7,5,7,4,4,5,5,3,7,7,7,7,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,,4,2,,5,,5,3,,,3,,8,8,8,8,8,8,8,3,8,8,8,8,7,8,8,8,8,8,6,6,4,1,6,5,3,4,4,7,1,6,2,2,4,1,4,3,4,2,2,2,2,4,3,5,-1,2,5,2,5,5,4,2,5,2,3,5,2,4,2,5,2,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,4,3,4,3,4,3,2,3,2,3,3,1,6,66,6,4,9,2,1,1,1,2,1,11,1,0,1,1,1,13,0,0,2,0,0,5,0,"none at this time",1,0,2,1,5,2,,,,,,,,3,3,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,6,6,4,1,5,6,5,5,2,5,4,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,64,177,286,156,205,57,123,68,24,83,98,78,180,59,139,226,129,10,25,51,12,31,65,47,97,20,84,101,,,,,,,,,,,,,,,,,43,,,,,4,2,2,2,4,4,2,2,4,1,6,3,1,6,6,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,5
688,0.62,3/13/2012,3/13/2012,29,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,3,4,3,3,2,2,2,2,2,2,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,5,5,4,4,5,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,3,4,4,3,2,3,4,3,4,4,4,3,3,-1,1,2,-1,1,2,-1,-1,-1,-1,-1,-1,4,5,6,6,4,6,7,6,6,6,6,6,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,4,4,,3,,,,4,,2,,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,1,4,2,2,4,3,4,3,3,4,3,2,2,3,4,4,5,3,3,3,4,3,3,3,5,2,3,4,2,5,3,5,2,3,4,5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,2,3,4,3,3,3,4,3,3,3,3,3,3,2,6,82,7,4,10,3,1,1,1,2,1,9,1,1,3,7,1,71,0,0,2,0,0,5,1,"no",1,0,2,1,3,3,3,2,2,2,2,3,2,3,3,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,3,2,3,3,3,3,3,3,3,3,3,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,46,99,167,33,113,13,76,21,19,40,114,108,66,18,93,144,56,6,9,27,160,32,33,24,37,6,28,89,,9,8,6,26,,,,,,,,,,,,8,,,,,4,5,5,2,4,4,3,3,4,1,2,1,1,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5
689,1.48,3/13/2012,3/13/2012,26,3,2,4,2,2,3,3,2,4,4,5,3,2,3,3,4,2,4,2,2,4,1,1,2,4,4,5,5,6,6,4,5,6,5,6,5,6,6,4,6,6,6,7,6,6,5,5,4,7,6,7,6,6,7,6,5,6,5,5,5,5,5,6,1,3,5,2,1,1,2,3,2,3,2,4,3,-1,1,-1,-1,-1,-1,2,-1,-1,-1,3,4,7,7,6,6,2,3,5,5,3,2,1,1,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,,4,3,,1,1,,4,,2,,,7,8,8,8,8,8,7,8,8,8,8,8,7,7,7,8,8,8,7,7,2,1,5,2,1,4,4,7,3,4,5,7,7,3,4,3,4,3,4,3,4,4,4,3,4,3,4,4,5,3,3,2,4,2,2,3,3,5,2,3,2,4,5,4,1,1,1,2,1,5,5,5,5,5,4,4,4,4,4,2,2,4,5,4,4,5,4,5,4,2,4,3,3,1,6,23,1,1,9,2,1,2,0,3,3,11,3,1,1,2,2,23,0,0,3,0,0,4,1,"",0,0,2,0,3,2,-2,-2,-2,-2,-2,-2,-2,4,4,3,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,3,-2,-2,-2,-2,-2,-2,0,0,0,0,,,,,,,2,5,2,2,4,2,4,2,3,3,1,0,5,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,51,88,53,64,170,41,83,19,22,28,47,36,82,15,102,153,55,5,26,22,47,28,33,15,45,15,70,88,,,,,,,,,,,,,,,,,4,,,,,4,4,4,4,5,5,4,3,4,6,6,6,4,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
691,3.35,3/13/2012,3/13/2012,142,2,3,4,1,2,2,3,3,3,4,5,3,3,1,1,1,2,5,4,2,1,1,1,2,1,1,4,3,5,6,5,6,7,5,7,7,5,1,7,7,7,7,7,7,4,6,5,6,7,5,7,7,7,7,7,6,7,4,5,3,4,6,5,2,5,5,3,2,3,3,4,5,3,5,3,3,1,2,1,3,-1,-1,1,3,4,4,-1,2,7,7,7,7,2,1,7,7,7,7,7,7,2,8,0,1,0,0,0,0,0,1,0,0,0,0,0,7,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,,3,,,5,,5,4,,1,,2,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,6,7,6,1,6,4,1,6,7,6,3,4,1,7,1,1,2,2,5,2,4,1,2,5,4,3,5,1,3,1,1,1,1,1,4,2,1,5,1,3,1,3,1,1,1,3,5,4,4,5,5,5,4,4,5,4,5,4,4,4,5,2,2,5,5,5,5,5,5,5,-1,5,5,5,5,1,6,68,6,4,8,1,4,2,0,1,1,10,2,1,3,7,1,74,0,0,1,0,0,5,1,"I want to be at peace with my God",1,0,2,1,4,1,4,4,1,1,3,4,2,2,3,3,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,17,61,1,4,1,3,6,6,5,5,5,5,4,2,2,5,2,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,98,110,578,2224,65,205,40,155,110,27,106,69,238,258,188,126,379,87,11,13,56,10,107,65,30,57,20,482,909,,,,,,,,,,,,,,,,,38,,,,,15,2,1,3,5,5,3,3,4,5,6,6,3,6,6,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4
